id,actual_label,hallucination_probability,semantic_consistency,semantic_entropy,unique_answer_count,majority_agreement
48,1,0.9287171440449116,0.0390359525563187,1.3321790402101223,4,0.4
49,0,0.5275709950284247,1.0,0.0,1,1.0
50,1,0.7397326897528463,0.2780719051126377,0.5004024235381879,3,0.6
51,1,0.8016376004187882,0.0,1.6094379124341005,5,0.2
52,1,0.5150446827715985,0.0390359525563187,1.3321790402101223,4,0.4
53,1,0.9119936464810492,0.2780719051126377,0.5004024235381879,3,0.6
54,1,0.9566046979591633,0.0,1.6094379124341005,5,0.2
55,1,0.6295858524429812,0.1350264792820728,0.9502705392332348,3,0.6
56,1,0.900213024176478,0.0390359525563187,1.3321790402101223,4,0.4
57,1,0.9508768526818524,0.0390359525563187,1.3321790402101223,4,0.4
58,1,0.9341069321857242,0.1350264792820728,0.9502705392332348,3,0.6
59,1,0.9083270656569484,0.0390359525563187,1.3321790402101223,4,0.4
60,1,0.4466808809402452,1.0,0.0,2,0.8
61,1,0.8145231350811148,0.1350264792820728,0.9502705392332348,3,0.6
62,1,0.6246480007181697,1.0,0.0,1,1.0
63,0,0.4793539072078912,1.0,0.0,1,1.0
64,1,0.9063055206782148,0.0397702821392388,1.0549201679861442,3,0.4
65,1,0.2974499047529976,0.2780719051126377,0.5004024235381879,2,0.8
66,0,0.3742265879218481,1.0,0.0,1,1.0
67,1,0.2863692925089718,0.0397702821392388,1.0549201679861442,3,0.4
68,0,0.2957383485153408,1.0,0.0,1,1.0
69,1,0.6540898578827894,1.0,0.0,2,0.6
70,1,0.8390449795849614,0.1350264792820728,0.9502705392332348,3,0.6
71,0,0.499682383044617,0.2780719051126377,0.5004024235381879,2,0.8
72,0,0.9237629965893,0.0290494055453311,0.6730116670092565,2,0.6
73,0,0.2815705555584569,1.0,0.0,1,1.0
74,0,0.9575540412420556,0.0290494055453311,0.6730116670092565,4,0.4
75,1,0.6174184318796834,0.0290494055453311,0.6730116670092565,2,0.6
76,1,0.9132121441120504,1.0,0.0,1,1.0
77,0,0.3603984969116589,1.0,0.0,1,1.0
78,1,0.863485238372767,0.0397702821392388,1.0549201679861442,3,0.4
79,1,0.5767763848163131,1.0,0.0,4,0.4
80,0,0.3232925092723959,1.0,0.0,1,1.0
81,0,0.4968112847859772,1.0,0.0,1,1.0
82,0,0.7143609758148611,1.0,0.0,1,1.0
83,0,0.2114251484588769,1.0,0.0,1,1.0
84,1,0.5273639654101966,0.1350264792820728,0.9502705392332348,3,0.6
85,1,0.9831232693280092,0.0390359525563187,1.3321790402101223,4,0.4
86,1,0.5517762811346848,0.0290494055453311,0.6730116670092565,2,0.6
87,0,0.9233392679974588,0.0397702821392388,1.0549201679861442,4,0.4
88,1,0.915115487270929,0.1350264792820728,0.9502705392332348,3,0.6
89,0,0.6438598606759456,0.1350264792820728,0.9502705392332348,3,0.6
90,1,0.8631486546339725,0.2780719051126377,0.5004024235381879,2,0.8
91,0,0.7837965349623959,1.0,0.0,1,1.0
92,0,0.4600417505518336,1.0,0.0,1,1.0
93,1,0.4260379345859209,0.2780719051126377,0.5004024235381879,2,0.8
94,0,0.8758176877176117,1.0,0.0,1,1.0
95,0,0.3521795788238472,1.0,0.0,1,1.0
96,1,0.8030038264948344,0.0390359525563187,1.3321790402101223,4,0.4
97,0,0.5707105049195648,0.2780719051126377,0.5004024235381879,2,0.8
98,1,0.668958897543801,1.0,0.0,1,1.0
99,1,0.4866747977615092,1.0,0.0,1,1.0
100,0,0.9264043859982204,0.0397702821392388,1.0549201679861442,4,0.4
101,1,0.9410122509560478,0.2780719051126377,0.5004024235381879,3,0.6
102,1,0.9710712262909924,0.0,1.6094379124341005,5,0.2
103,1,0.7963593286694526,0.0390359525563187,1.3321790402101223,4,0.4
104,1,0.7821306633875184,0.2780719051126377,0.5004024235381879,2,0.8
105,0,0.490327578909168,0.2780719051126377,0.5004024235381879,2,0.8
106,0,0.5362713544701033,1.0,0.0,1,1.0
107,0,0.3944324065468364,0.2780719051126377,0.5004024235381879,2,0.8
108,0,0.7576152063756049,1.0,0.0,1,1.0
109,1,0.7912666123101288,1.0,0.0,1,1.0
110,1,0.401346079990206,1.0,0.0,1,1.0
111,1,0.89967630438482,0.1350264792820728,0.9502705392332348,3,0.6
112,1,0.2820632127149573,1.0,0.0,1,1.0
113,1,0.8109215899454368,0.0397702821392388,1.0549201679861442,5,0.2
114,1,0.938980000162374,0.0,1.6094379124341005,5,0.2
115,1,0.9735892111127228,0.0390359525563187,1.3321790402101223,4,0.4
116,1,0.7431424010651865,0.2780719051126377,0.5004024235381879,3,0.6
117,0,0.4327184203494545,1.0,0.0,1,1.0
118,1,0.9271096635680746,0.0390359525563187,1.3321790402101223,4,0.4
119,0,0.5738827433212829,1.0,0.0,1,1.0
120,1,0.2224476923380824,1.0,0.0,1,1.0
121,0,0.8628804985834067,1.0,0.0,1,1.0
122,1,0.6949298348847065,0.2780719051126377,0.5004024235381879,2,0.8
123,1,0.948281713339976,1.0,0.0,2,0.8
124,1,0.9175493089660476,0.1350264792820728,0.9502705392332348,3,0.6
125,1,0.8761755257927412,1.0,0.0,3,0.6
126,1,0.8603634751040304,0.0397702821392388,1.0549201679861442,3,0.4
127,0,0.4619746127366101,0.0390359525563187,1.3321790402101223,4,0.4
128,1,0.8267045824314267,0.1350264792820728,0.9502705392332348,3,0.6
129,1,0.8304619775818618,0.0390359525563187,1.3321790402101223,4,0.4
130,1,0.9892256785022197,0.0,1.6094379124341005,5,0.2
131,0,0.4715856896960068,1.0,0.0,1,1.0
132,1,0.8342830996761862,0.0,1.6094379124341005,5,0.2
133,0,0.8925446499156592,0.2780719051126377,0.5004024235381879,2,0.8
134,0,0.8843712929411273,1.0,0.0,1,1.0
135,0,0.8836206523789885,0.2780719051126377,0.5004024235381879,2,0.8
136,1,0.6178056791343765,1.0,0.0,1,1.0
137,0,0.3883204678695918,1.0,0.0,1,1.0
138,1,0.4823335765817954,1.0,0.0,1,1.0
139,1,0.6589019694945825,0.2780719051126377,0.5004024235381879,2,0.8
140,1,0.9854252244546248,0.0,1.6094379124341005,5,0.2
141,1,0.8969231592201582,0.2780719051126377,0.5004024235381879,2,0.8
142,1,0.9793064073760668,0.0390359525563187,1.3321790402101223,4,0.4
143,1,0.6121094873999564,0.1350264792820728,0.9502705392332348,3,0.6
144,0,0.3540731068473132,1.0,0.0,1,1.0
145,0,0.5783281112574402,1.0,0.0,1,1.0
146,1,0.3862733157857716,1.0,0.0,1,1.0
147,1,0.5086711032828279,1.0,0.0,1,1.0
148,1,0.9178375537156882,0.0390359525563187,1.3321790402101223,4,0.4
149,1,0.9791791841989624,0.1350264792820728,0.9502705392332348,4,0.4
150,0,0.3090917822510748,1.0,0.0,1,1.0
151,1,0.8638813639558747,0.0397702821392388,1.0549201679861442,4,0.4
152,1,0.7047216472394815,1.0,0.0,1,1.0
153,1,0.7700969084576358,0.1350264792820728,0.9502705392332348,3,0.6
154,0,0.9583157321670608,0.1350264792820728,0.9502705392332348,3,0.6
155,1,0.9732366961531922,1.0,0.0,1,1.0
156,0,0.9594745509626288,0.0,1.6094379124341005,5,0.2
157,1,0.1730425062040725,1.0,0.0,1,1.0
158,0,0.5692412097590613,1.0,0.0,1,1.0
159,0,0.3097708247023858,1.0,0.0,1,1.0
160,1,0.9863060828876108,0.0390359525563187,1.3321790402101223,3,0.3333333333333333
161,0,0.787815934240803,1.0,0.0,1,1.0
162,0,0.7670002259567713,1.0,0.0,1,1.0
163,0,0.2071901022445854,1.0,0.0,1,1.0
164,1,0.3503909615310593,1.0,0.0,1,1.0
165,0,0.7428955964814671,1.0,0.0,1,1.0
166,1,0.9180254764436224,0.2780719051126377,0.5004024235381879,3,0.6
167,1,0.4088806397974006,0.2780719051126377,0.5004024235381879,2,0.8
168,1,0.6348110499396213,0.0397702821392388,1.0549201679861442,3,0.4
169,1,0.5320638819078551,1.0,0.0,1,1.0
170,0,0.5904371005468084,0.2780719051126377,0.5004024235381879,2,0.8
171,1,0.8889138303564881,0.1350264792820728,0.9502705392332348,3,0.6
172,0,0.3460738504328305,1.0,0.0,1,1.0
173,1,0.7602455616957025,1.0,0.0,1,1.0
174,0,0.610652505823418,1.0,0.0,1,1.0
175,1,0.4266305605834994,1.0,0.0,1,1.0
176,0,0.8729107986397625,1.0,0.0,1,1.0
177,0,0.3885768470030974,1.0,0.0,1,1.0
178,1,0.9090036582633444,0.2780719051126377,0.5004024235381879,3,0.4
179,1,0.9107178258809618,0.0,1.6094379124341005,5,0.2
180,1,0.9314496193549584,0.0,1.6094379124341005,5,0.2
181,0,0.3536924461805437,1.0,0.0,1,1.0
182,1,0.7217244555222886,0.1350264792820728,0.9502705392332348,3,0.6
183,0,0.4837717757878482,1.0,0.0,1,1.0
184,0,0.2117650587861896,1.0,0.0,1,1.0
185,1,0.5984352479010944,0.0290494055453311,0.6730116670092565,3,0.6
186,0,0.230793405025291,0.2780719051126377,0.5004024235381879,2,0.8
187,1,0.6935802913777027,0.0290494055453311,0.6730116670092565,2,0.6
188,1,0.993442507807438,0.1350264792820728,0.9502705392332348,4,0.4
189,1,0.5272683380499504,1.0,0.0,1,1.0
190,1,0.9221028653186204,1.0,0.0,1,1.0
191,1,0.4199797927322893,1.0,0.0,1,1.0
192,0,0.4404088379832075,1.0,0.0,1,1.0
193,0,0.4261717141031905,1.0,0.0,1,1.0
194,1,0.439705539277564,0.1350264792820728,0.9502705392332348,3,0.6
195,0,0.3554500822555425,1.0,0.0,1,1.0
196,1,0.8736411833567571,0.1350264792820728,0.9502705392332348,3,0.6
197,0,0.6802305003128747,1.0,0.0,1,1.0
198,1,0.6687929919607827,1.0,0.0,1,1.0
199,0,0.4657017373732801,0.1350264792820728,0.9502705392332348,3,0.6
200,1,0.9211925290610528,0.0390359525563187,1.3321790402101223,4,0.4
201,1,0.9133011400902206,0.0397702821392388,1.0549201679861442,4,0.4
202,1,0.9717949895692092,0.0,1.6094379124341005,5,0.2
203,1,0.9580071384363033,0.0,1.6094379124341005,5,0.2
204,1,0.9291517159507816,0.1350264792820728,0.9502705392332348,3,0.6
205,1,0.4041777255752667,1.0,0.0,1,1.0
206,0,0.5175891541945989,1.0,0.0,1,1.0
207,1,0.9560245015537132,0.0,1.6094379124341005,5,0.2
208,1,0.9657516038539328,0.1350264792820728,0.9502705392332348,3,0.6
209,1,0.57128603357618,0.0390359525563187,1.3321790402101223,4,0.4
210,1,0.3836476303238792,0.0290494055453311,0.6730116670092565,2,0.6
211,1,0.9472894059736264,0.2780719051126377,0.5004024235381879,2,0.8
212,0,0.3884333505268305,1.0,0.0,1,1.0
213,1,0.786242525989256,0.2780719051126377,0.5004024235381879,2,0.8
214,1,0.830160306145869,0.0390359525563187,1.3321790402101223,4,0.4
215,0,0.6921428691052127,1.0,0.0,1,1.0
216,0,0.8863762839908735,1.0,0.0,1,1.0
217,1,0.4805340695374249,0.2780719051126377,0.5004024235381879,2,0.8
218,1,0.824890802326635,0.0397702821392388,1.0549201679861442,3,0.4
219,1,0.8399259768242444,0.0390359525563187,1.3321790402101223,4,0.4
220,1,0.4762558861770446,0.2780719051126377,0.5004024235381879,2,0.8
221,1,0.8988068803262662,1.0,0.0,1,1.0
222,1,0.933912342399695,0.0,1.6094379124341005,5,0.2
223,1,0.9022192844339724,0.0397702821392388,1.0549201679861442,3,0.4
224,1,0.9910176333185368,0.1350264792820728,0.9502705392332348,5,0.2
225,1,0.9494820603517472,0.0390359525563187,1.3321790402101223,5,0.2
226,0,0.735230878941482,0.0390359525563187,1.3321790402101223,4,0.4
227,1,0.7307809339803482,0.2780719051126377,0.5004024235381879,2,0.8
228,0,0.528909793901929,1.0,0.0,1,1.0
229,1,0.399179216853166,1.0,0.0,1,1.0
230,0,0.5485986952131554,1.0,0.0,2,0.8
231,1,0.9547669831068832,0.0,1.6094379124341005,5,0.2
232,1,0.5014428907836561,1.0,0.0,1,1.0
233,1,0.4014441209046624,0.2780719051126377,0.5004024235381879,2,0.8
234,1,0.9160046385161944,0.0390359525563187,1.3321790402101223,5,0.2
235,0,0.871810984366952,0.2780719051126377,0.5004024235381879,2,0.8
236,1,0.3187062894126317,0.0290494055453311,0.6730116670092565,2,0.6
237,1,0.2581975517536423,1.0,0.0,1,1.0
238,1,0.4495261852915947,1.0,0.0,1,1.0
239,0,0.443785986028864,1.0,0.0,1,1.0
240,0,0.3923760763218352,1.0,0.0,1,1.0
241,1,0.8638995501080468,1.0,0.0,1,1.0
242,1,0.6977230369792397,1.0,0.0,1,1.0
243,1,0.490324805578083,1.0,0.0,2,0.6
244,0,0.4919155816407762,1.0,0.0,1,1.0
245,1,0.97719221246314,0.2780719051126377,0.5004024235381879,2,0.8
246,1,0.4506279064745009,1.0,0.0,1,1.0
247,0,0.7229377589733743,1.0,0.0,1,1.0
248,0,0.4598663975190257,1.0,0.0,2,0.8
249,0,0.4320782721355233,1.0,0.0,1,1.0
250,1,0.9793765655721628,0.2780719051126377,0.5004024235381879,2,0.8
251,1,0.7351321698172916,0.2780719051126377,0.5004024235381879,2,0.8
252,1,0.8580581516314286,0.2780719051126377,0.5004024235381879,2,0.8
253,1,0.6807720198399317,1.0,0.0,1,1.0
254,0,0.9906138787585984,0.1350264792820728,0.9502705392332348,4,0.4
255,1,0.7834258275530548,1.0,0.0,1,1.0
256,1,0.9486441869584328,1.0,0.0,1,1.0
257,0,0.3725275816843263,1.0,0.0,1,1.0
258,1,0.8318425087460356,0.1350264792820728,0.9502705392332348,3,0.6
259,1,0.623794145634291,0.0397702821392388,1.0549201679861442,3,0.4
260,1,0.947118861404412,0.1350264792820728,0.9502705392332348,3,0.6
261,0,0.9930048817552448,0.1350264792820728,0.9502705392332348,3,0.6
262,0,0.4805823265628332,1.0,0.0,1,1.0
263,1,0.3827211625498682,1.0,0.0,2,0.8
264,1,0.788639465996272,0.2780719051126377,0.5004024235381879,2,0.8
265,1,0.7488667153199547,0.0290494055453311,0.6730116670092565,2,0.6
266,1,0.9913316923637766,0.0,1.6094379124341005,5,0.2
267,1,0.2666731985627237,0.0390359525563187,1.3321790402101223,4,0.4
268,1,0.476757832987085,1.0,0.0,1,1.0
269,0,0.5418885755139738,0.0397702821392388,1.0549201679861442,3,0.4
270,1,0.7178111448491511,0.0390359525563187,1.3321790402101223,4,0.4
271,1,0.9808972194701088,0.0,1.6094379124341005,5,0.2
272,0,0.9635130244966672,1.0,0.0,1,1.0
273,1,0.101443802533417,1.0,0.0,1,1.0
274,0,0.5356497750792902,1.0,0.0,1,1.0
275,0,0.9833665340098154,1.0,0.0,1,1.0
276,1,0.8383194733088029,0.2780719051126377,0.5004024235381879,2,0.8
277,0,0.9632769054735416,0.1350264792820728,0.9502705392332348,3,0.6
278,1,0.9345741366997656,0.0290494055453311,0.6730116670092565,3,0.4
279,0,0.9921867196641142,1.0,0.0,1,1.0
280,0,0.372166770608078,0.0290494055453311,0.6730116670092565,3,0.6
281,1,0.4749982017800166,1.0,0.0,2,0.6
282,1,0.9211205399018084,0.0,1.6094379124341005,5,0.2
283,1,0.9931459545817825,0.0,1.6094379124341005,5,0.2
284,1,0.7996435012882248,0.0397702821392388,1.0549201679861442,3,0.4
285,1,0.8416160859808826,0.0397702821392388,1.0549201679861442,3,0.4
286,0,0.3879217827739927,0.1350264792820728,0.9502705392332348,3,0.6
287,0,0.8998886956130463,1.0,0.0,1,1.0
288,1,0.9652545327493576,0.0290494055453311,0.6730116670092565,2,0.6
289,1,0.9971544370940436,0.0,1.6094379124341005,5,0.2
290,1,0.8891425781140503,0.0397702821392388,1.0549201679861442,3,0.4
291,0,0.7208512354810075,0.1350264792820728,0.9502705392332348,3,0.6
292,0,0.904575019106688,1.0,0.0,1,1.0
293,0,0.9895468424748952,0.0290494055453311,0.6730116670092565,2,0.6
294,1,0.3019766814365466,0.2780719051126377,0.5004024235381879,2,0.8
295,1,0.487925376333172,1.0,0.0,1,1.0
296,0,0.5778635157419661,1.0,0.0,1,1.0
297,1,0.8741395118096286,0.0390359525563187,1.3321790402101223,4,0.4
298,0,0.8923106584053861,1.0,0.0,1,1.0
299,1,0.5296864252527623,1.0,0.0,1,1.0
300,0,0.1550782532364087,1.0,0.0,1,1.0
301,0,0.2504525834177992,1.0,0.0,1,1.0
302,0,0.2964007695627574,1.0,0.0,1,1.0
303,1,0.8808697805167943,0.0,1.6094379124341005,5,0.2
304,1,0.2307609836949289,1.0,0.0,1,1.0
305,1,0.6042056209228079,0.0397702821392388,1.0549201679861442,3,0.4
306,1,0.9425819018015584,0.0,1.6094379124341005,5,0.2
307,1,0.3415368861224285,1.0,0.0,1,1.0
308,1,0.7150170720189052,0.0390359525563187,1.3321790402101223,4,0.4
309,1,0.9771075994246876,0.0,1.6094379124341005,5,0.2
310,1,0.9788134499014152,0.0,1.6094379124341005,5,0.2
311,0,0.9382710243827944,0.0,1.6094379124341005,5,0.2
312,0,0.326259458014062,1.0,0.0,1,1.0
313,1,0.9925594075756548,0.0390359525563187,1.3321790402101223,4,0.4
314,1,0.2796849122431757,0.1350264792820728,0.9502705392332348,3,0.6
315,1,0.9905778783174528,0.0390359525563187,1.3321790402101223,4,0.4
316,1,0.8124178541524263,0.0390359525563187,1.3321790402101223,4,0.4
317,0,0.4843865666701601,1.0,0.0,1,1.0
318,1,0.9849722646445644,0.0390359525563187,1.3321790402101223,4,0.4
319,1,0.8048498266613727,0.0,1.6094379124341005,5,0.2
320,1,0.909614573341174,0.1350264792820728,0.9502705392332348,3,0.6
321,1,0.6454072655718662,1.0,0.0,1,1.0
322,1,0.5533281973414004,1.0,0.0,1,1.0
323,0,0.4557538969042001,1.0,0.0,1,1.0
324,0,0.1084502192652717,1.0,0.0,1,1.0
325,0,0.5129400711858724,1.0,0.0,1,1.0
326,1,0.9203838617196842,0.0,1.6094379124341005,5,0.2
327,1,0.972402134540839,0.0290494055453311,0.6730116670092565,2,0.6
328,1,0.6212386381570908,1.0,0.0,1,1.0
329,1,0.6634279694600898,0.2780719051126377,0.5004024235381879,2,0.8
330,0,0.9153656378231791,1.0,0.0,1,1.0
331,1,0.8188941531712274,0.2780719051126377,0.5004024235381879,2,0.8
332,1,0.7692038843632463,0.0390359525563187,1.3321790402101223,4,0.4
333,0,0.4121707829010395,0.2780719051126377,0.5004024235381879,2,0.8
334,1,0.7769351787491146,0.0397702821392388,1.0549201679861442,3,0.4
335,0,0.8974971156972014,1.0,0.0,1,1.0
336,1,0.4701104155802023,0.2780719051126377,0.5004024235381879,2,0.8
337,1,0.6016626667023245,1.0,0.0,1,1.0
338,1,0.8970870936115846,0.0397702821392388,1.0549201679861442,3,0.4
339,0,0.4496288474597571,1.0,0.0,1,1.0
340,0,0.9668328604784332,0.0,1.6094379124341005,5,0.2
341,1,0.5640391374749906,0.0390359525563187,1.3321790402101223,4,0.4
342,0,0.2951921875217577,1.0,0.0,1,1.0
343,0,0.5287960442707885,1.0,0.0,1,1.0
344,0,0.593648045759733,1.0,0.0,1,1.0
345,0,0.708748182432242,1.0,0.0,2,0.8
346,1,0.1365410393238305,1.0,0.0,1,1.0
347,1,0.5797379862690395,0.2780719051126377,0.5004024235381879,3,0.6
348,1,0.7539183157273102,0.2780719051126377,0.5004024235381879,2,0.8
349,1,0.9040761248634854,0.1350264792820728,0.9502705392332348,3,0.6
350,1,0.5314424544120532,1.0,0.0,1,1.0
351,0,0.3482118182364881,1.0,0.0,1,1.0
352,1,0.7096459019664488,0.1350264792820728,0.9502705392332348,3,0.6
353,0,0.5069721299028149,1.0,0.0,1,1.0
354,0,0.3618525182777935,1.0,0.0,1,1.0
355,1,0.33117037997284,0.0290494055453311,0.6730116670092565,2,0.6
356,0,0.4368915560947564,0.0290494055453311,0.6730116670092565,2,0.6
357,1,0.9174855894450412,0.1350264792820728,0.9502705392332348,3,0.6
358,1,0.389672751400357,1.0,0.0,3,0.6
359,0,0.4592714347320181,0.2780719051126377,0.5004024235381879,2,0.8
360,1,0.9838051201093512,0.2780719051126377,0.5004024235381879,2,0.8
361,1,0.8215080387375655,0.0390359525563187,1.3321790402101223,4,0.4
362,0,0.3832239986700065,1.0,0.0,1,1.0
363,0,0.586866013639988,1.0,0.0,2,0.8
364,0,0.8600053961968053,0.0390359525563187,1.3321790402101223,5,0.2
365,0,0.4157306554789549,1.0,0.0,1,1.0
366,1,0.7187057964664321,0.0390359525563187,1.3321790402101223,4,0.4
367,1,0.887380902512608,0.0390359525563187,1.3321790402101223,5,0.2
368,1,0.9223179488140668,0.0397702821392388,1.0549201679861442,3,0.4
369,0,0.6230069433907965,1.0,0.0,1,1.0
370,1,0.6662784654891497,0.0390359525563187,1.3321790402101223,4,0.4
371,0,0.5677851846884896,1.0,0.0,1,1.0
372,1,0.3540324613187968,1.0,0.0,3,0.6
373,1,0.9174690020071332,0.0390359525563187,1.3321790402101223,4,0.4
374,0,0.3823090303715617,1.0,0.0,1,1.0
375,1,0.8074831142268409,0.2780719051126377,0.5004024235381879,2,0.8
376,0,0.914182722149355,1.0,0.0,1,1.0
377,1,0.9832037280602516,0.0390359525563187,1.3321790402101223,5,0.2
378,1,0.2701001256383245,1.0,0.0,1,1.0
379,1,0.4446609470166686,1.0,0.0,1,1.0
380,1,0.8032519272359107,0.0390359525563187,1.3321790402101223,4,0.4
381,0,0.530798759957181,0.0290494055453311,0.6730116670092565,2,0.6
382,0,0.5174666577494549,0.2780719051126377,0.5004024235381879,2,0.8
383,1,0.7973028789415194,0.0290494055453311,0.6730116670092565,3,0.4
384,0,0.9035512710432186,1.0,0.0,1,1.0
385,1,0.997079501035632,0.0390359525563187,1.3321790402101223,4,0.4
386,0,0.2697799451989104,1.0,0.0,1,1.0
387,1,0.8219013343214758,0.0,1.6094379124341005,5,0.2
388,0,0.335004082077809,1.0,0.0,1,1.0
389,1,0.8870630239090197,0.0397702821392388,1.0549201679861442,4,0.4
390,1,0.9816666100575702,0.0390359525563187,1.3321790402101223,5,0.2
391,0,0.2444321135964071,1.0,0.0,1,1.0
392,0,0.6544507394326544,1.0,0.0,1,1.0
393,1,0.9607055436398004,0.0397702821392388,1.0549201679861442,3,0.4
394,0,0.5666038476892725,0.2780719051126377,0.5004024235381879,2,0.8
395,1,0.775843869661961,0.0,1.6094379124341005,5,0.2
396,0,0.3592082720181844,1.0,0.0,1,1.0
397,1,0.9838902803403566,0.0390359525563187,1.3321790402101223,4,0.4
398,0,0.3252079919528792,1.0,0.0,1,1.0
399,1,0.8162275996530777,0.1350264792820728,0.9502705392332348,3,0.6
400,1,0.3386099967247419,1.0,0.0,1,1.0
401,0,0.4016712025250775,1.0,0.0,1,1.0
402,1,0.9726701296368622,0.0,1.6094379124341005,5,0.2
403,0,0.5032985641576181,1.0,0.0,2,0.8
404,1,0.964730222446337,0.0390359525563187,1.3321790402101223,5,0.2
405,0,0.5514314427138304,1.0,0.0,1,1.0
406,1,0.7218739338571265,0.0390359525563187,1.3321790402101223,4,0.4
407,1,0.8595320124472591,0.0390359525563187,1.3321790402101223,4,0.4
408,0,0.9909429909194885,1.0,0.0,1,1.0
409,1,0.9585120545707728,0.0390359525563187,1.3321790402101223,4,0.4
410,1,0.98860077541647,0.2780719051126377,0.5004024235381879,5,0.2
411,1,0.4977843554628754,1.0,0.0,1,1.0
412,1,0.6977385535188321,1.0,0.0,1,1.0
413,1,0.58423003457548,0.1350264792820728,0.9502705392332348,4,0.4
414,0,0.4332253139142372,1.0,0.0,1,1.0
415,1,0.8707601584757535,0.2780719051126377,0.5004024235381879,2,0.8
416,1,0.8748268213246028,0.0397702821392388,1.0549201679861442,3,0.4
417,1,0.661606989556518,1.0,0.0,1,1.0
418,1,0.9411170199780734,0.0390359525563187,1.3321790402101223,5,0.2
419,1,0.8403371347429995,0.1350264792820728,0.9502705392332348,3,0.6
420,1,0.9213282655889626,0.0390359525563187,1.3321790402101223,5,0.2
421,1,0.3772396075802403,0.0290494055453311,0.6730116670092565,2,0.6
422,0,0.3390119113843631,1.0,0.0,1,1.0
423,1,0.5644749735380892,0.1350264792820728,0.9502705392332348,3,0.6
424,0,0.2413710871598079,1.0,0.0,1,1.0
425,1,0.971792877112072,1.0,0.0,1,1.0
426,0,0.6571673961602276,0.1350264792820728,0.9502705392332348,4,0.4
427,1,0.8226691374030245,0.0397702821392388,1.0549201679861442,4,0.4
428,1,0.6261827251682356,0.2780719051126377,0.5004024235381879,2,0.8
429,1,0.9875482328071452,0.0,1.6094379124341005,5,0.2
430,1,0.8291899888088942,0.0390359525563187,1.3321790402101223,5,0.2
431,1,0.9073417379746616,0.0390359525563187,1.3321790402101223,4,0.4
